thesau_%0;term;term.soort;term.status;use_count;narrower_term;broader_term;related_term;equivalent_term;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41509;Visvangst;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41588;Natuurhistorie;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41734;Hof van holland en zeeland;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41864;Varens;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42288;Grensgebieden;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42727;Invloeden;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42927;Onderwerpsontsluiting;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43055;Creativiteit;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43361;Rapporteren;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43378;Milieukunde;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43843;Nationalisme;onderwerp;descriptor;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43977;Referenties;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44068;Lesmaterialen;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44699;Grafschriften;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44767;Provinciaal beleid;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44804;Kennisinfrastructuur;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44934;Woudse polder;geografisch trefwoord#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45025;Groote keeten;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45953;Boor-rapporten;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46487;Wolfsbarge;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46657;Archeologische beleidsadvieskaart;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47904;Harselaar;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51399;Krachtighuizen;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51737;Dishoek;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52008;Hanzelijn;geografisch trefwoord#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54097;Inventariserend veldonderzoek;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54591;Den nul;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56205;Dagboeken;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56713;Hazelnoten;onderwerp#objectnaam;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56749;Praktijk;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57656;Koudhoorn;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57789;Versieringen;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57955;Dorpsleven;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58126;Cel;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58129;vloeislak;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58202;Entree;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58249;waardenkaart;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58353;Vouwdeuren;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58379;Lodewijkkamer;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58421;Symbolen;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58483;Stadspleinen;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58553;Nolde;geografisch trefwoord#plaats#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58752;Woonerven;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58809;Riembeslag;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58826;Funderingsherstel;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58856;Belegeringen;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58958;fibula;onderwerp#objectnaam;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59493;Kippenhokinterieur;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59546;Plannen m.b.t. het platteland;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59625;Hoefsmederij;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60038;Hoofdmaaltijd;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60102;Broodbakkerij;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60416;Waskolk;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60680;Laserscanning;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60922;Tuinonderhoud;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61019;Balkconstructie;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61117;Melkbus;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62753;Bootje;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62836;Wandelaar;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63051;Postkolonialisme;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64841;geglazuurd;objectnaam#onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65326;reeksen, algemene;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65336;film, video;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65344;geschiedenis van het boek;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65347;bibliofilie, boekverzamelingen van particulieren;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65350;wetenschappelijke bibliotheken;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65352;formele ontsluiting;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65373;Nederlandse taalkunde;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65397;pre-columbiaanse kunst;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65399;Italische kunst, Etruskische kunst, Romeinse kunst;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65452;schriftkunst;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65467;toetseninstrumenten;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65490;familie, gezin;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65508;monarchieën;onderwerp;descriptor;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65621;kleding (culturele antropologie);onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65735;Kunst in W.O.II;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65795;concrete kunst;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65936;verzameling Oranje Nassau;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66080;Rijksprentenkabinet Amsterdam;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66092;BKR;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66162;Museum Bredius, Den Haag;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66266;waarden, normen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66569;Zuiderzeemuseum, Enkhuizen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66663;Musée du Louvre;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66682;Institut Néerlandais;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66799;Oranjezaal, De;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66828;Nederlandsch Museum voor Geschiedenis en Kunst;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66856;Museum Mr. Simon van Gijn, Dordrecht;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66858;Prinsenhof, Delft;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66912;Rijksmuseum van Oudheden, Leiden;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66946;sgrafffito;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67009;Nederlands Scheepvaartmuseum, Amsterdam;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67246;rijksmusea;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67263;tekeningenboeken;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67345;opleidingen kunstwetenschap;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67472;multiculturele samenleving;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67488;personeelsmanagement;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67514;temperaverf;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67637;bestandcatalogi;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67757;Vloeistofmechanica in het algemeen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67822;Elektroforese. Elektrochromatografie;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67852;Minerale sedimenten. Economische geologie;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67889;Fysische en chemische invloeden. Corrosie. Weerstand tegen corrosie;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67992;Drukinkten. Lithografische inkten. Schrijf- en tekenstiften. Kleurpotloden;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68114;Plantenharen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68136;Synthetische polymerisatieprodukten. Polymerisaten. Synthetische rubbers;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68153;Technische akoestiek. Muziekinstrumenten;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68194;Aarde. Kleiwaren. Aardewerk. Keramische bouwmaterialen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68197;Gedroogde aarde. Opgedroogde modder. Klei met stro;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68261;Verlies of onbevoegde verwijdering. Incl.: Verlies tijdens transport;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68284;Decoratie. Ornamenten;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68469;Temperatechniek;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68488;Tempera en emulgerende verf;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68490;Accessoires. Incl.: Lijsten;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68523;Grafiekverzamelingen. Prentenverzamelingen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68535;Fotografische uitrusting, apparatuur en materialen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68561;Archeologische stenen en benen voorwerpen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68737;thema's in de kunst;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68821;iconografische thema's;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68848;Nederlandse Kunst Stichting;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68957;voortplanting van straling;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68984;farmacologie;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69019;gemarmerd papier;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69103;kostuumaccesoires;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69109;chemische verbindingen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70534;Installaties (beeldende kunst);onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70577;ateliers;onderwerp;descriptor;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70621;Materiaalfouten en de beproevingen. Incl.: Onvolkomenheden.;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71818;Schoonmaakmiddelen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73546;veren (vogels);onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73837;binnenhuiskunst Nederland;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74851;Transformatie;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74911;fotoalbum;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75412;kermes;trefwoord#onderwerp;descriptor;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77469;Gaasterlandse boerderij;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80341;glazen kralen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80472;Harpstedt;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80601;Badorf;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80802;Crevassen;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81018;dieselgemaal;onderwerp;kandidaat;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81091;surplus;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81099;vuursteenconcentraties;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81188;omgreppeling;onderwerp;niet gedefinieerd;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81337;branden;onderwerp;descriptor;7;;technieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84659;kopal;onderwerp;descriptor;7;Congo-kopal(hars)#Manila kopal#Oostafrikaanse kopal(hars)#Sierra Leone kopal#Zanzibar kopal(hars);hars;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84807;PVC;onderwerp;descriptor;7;;kunststof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84842;synthetische lijmen;onderwerp;descriptor;7;thermohardende lijm#thermoplastische lijmen;lijmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84848;polyvinylacetaatlijm;onderwerp;descriptor;7;;thermoplastische lijmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84899;cementmortel;onderwerp;descriptor;7;;mortel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85192;serpentijn;onderwerp;descriptor;7;amiant#gewone serpentijn#marmoliet#nefrietsteen#verde di Ponsevera#verde di ranocchia;metamorfgesteente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85308;lijmverf;onderwerp;descriptor;7;plakkaatverf#witkalk#witsel;verf op waterbasis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85325;haarvezels;onderwerp;descriptor;7;geitehaar#kameelhaar#koeienhaar#paardenhaar#varkenshaar#wol;dierlijke vezels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85346;jute;onderwerp;descriptor;7;;plantaardige vezels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85365;minerale was;onderwerp;descriptor;7;ceresine#microkristallijne was#montanwas#ozokeriet#parafine;natuurlijke was;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85741;kruirad;onderwerp;descriptor;7;;staande werk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85794;windroos;onderwerp;descriptor;7;;staande werk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85871;elektrische installatie;onderwerp;descriptor;7;;algemene molenonderdelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86463;J;onderwerp;descriptor;7;jaagijzers#jachtijzers#jakobsladders#jaloeziekleppen#jijnribben#jukken;molenelementen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86690;kruibanen;onderwerp;descriptor;7;;K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88027;waterassen;onderwerp;descriptor;7;;W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88272;vestinggrachten;onderwerp;descriptor;7;droge grachten#hoofdgrachten#natte grachten#ravelijnsgrachten#voorgrachten;grachten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88698;benzinestations;onderwerp;descriptor;7;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89409;basilieken;onderwerp;descriptor;7;kruisbasilieken#pijlerbasilieken#pseudobasilieken;kerken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
